"id","label","name","description","note","value","type","enabled","questionID","parentID","created_at","updated_at"
752,"ก.","Sometimes","","",2,0,1,326,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
753,"ก.","Often","","",3,0,1,326,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
754,"ก.","Always","","",4,0,1,326,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
755,"ก.","Never","","",4,0,1,327,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
756,"ก.","Sometimes","","",3,0,1,327,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
757,"ก.","Often","","",2,0,1,327,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
758,"ก.","Always","","",1,0,1,327,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
759,"ก.","Never","","",1,0,1,328,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
760,"ก.","Sometimes","","",2,0,1,328,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
761,"ก.","Often","","",3,0,1,328,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
762,"ก.","Always","","",4,0,1,328,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
763,"ก.","Never","","",4,0,1,329,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
764,"ก.","Sometimes","","",3,0,1,329,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
765,"ก.","Often","","",2,0,1,329,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
766,"ก.","Always","","",1,0,1,329,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
767,"ก.","Never","","",4,0,1,330,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
768,"ก.","Sometimes","","",3,0,1,330,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
769,"ก.","Often","","",2,0,1,330,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
770,"ก.","Always","","",1,0,1,330,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
771,"ก.","Never","","",1,0,1,331,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
772,"ก.","Sometimes","","",2,0,1,331,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
773,"ก.","Often","","",3,0,1,331,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
774,"ก.","Always","","",4,0,1,331,NULL,"2016-09-11 09:36:44","2016-09-11 09:36:44"
775,"ก.","Never","","",4,0,1,332,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
776,"ก.","Sometimes","","",3,0,1,332,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
777,"ก.","Often","","",2,0,1,332,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
778,"ก.","Always","","",1,0,1,332,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
779,"ก.","Never","","",1,0,1,333,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
780,"ก.","Sometimes","","",2,0,1,333,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
781,"ก.","Often","","",3,0,1,333,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
782,"ก.","Always","","",4,0,1,333,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
783,"ก.","Never","","",1,0,1,334,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
784,"ก.","Sometimes","","",2,0,1,334,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
785,"ก.","Often","","",3,0,1,334,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
786,"ก.","Always","","",4,0,1,334,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
787,"ก.","Never","","",4,0,1,335,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
788,"ก.","Sometimes","","",3,0,1,335,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
789,"ก.","Often","","",2,0,1,335,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
790,"ก.","Always","","",1,0,1,335,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
791,"ก.","Never","","",1,0,1,336,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
792,"ก.","Sometimes","","",2,0,1,336,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
793,"ก.","Often","","",3,0,1,336,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
794,"ก.","Always","","",4,0,1,336,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
795,"ก.","Never","","",4,0,1,337,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
796,"ก.","Sometimes","","",3,0,1,337,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
797,"ก.","Often","","",2,0,1,337,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
798,"ก.","Always","","",1,0,1,337,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
799,"ก.","Never","","",4,0,1,338,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
800,"ก.","Sometimes","","",3,0,1,338,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
801,"ก.","Often","","",2,0,1,338,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
802,"ก.","Always","","",1,0,1,338,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
803,"ก.","Never","","",1,0,1,339,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
804,"ก.","Sometimes","","",2,0,1,339,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
805,"ก.","Often","","",3,0,1,339,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
806,"ก.","Always","","",4,0,1,339,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
807,"ก.","Never","","",4,0,1,340,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
808,"ก.","Sometimes","","",3,0,1,340,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
809,"ก.","Often","","",2,0,1,340,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
810,"ก.","Always","","",1,0,1,340,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
811,"ก.","Never","","",4,0,1,341,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
812,"ก.","Sometimes","","",3,0,1,341,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
813,"ก.","Often","","",2,0,1,341,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
814,"ก.","Always","","",1,0,1,341,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
815,"ก.","Never","","",1,0,1,342,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
816,"ก.","Sometimes","","",2,0,1,342,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
817,"ก.","Often","","",3,0,1,342,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
818,"ก.","Always","","",4,0,1,342,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
819,"ก.","Never","","",1,0,1,343,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
820,"ก.","Sometimes","","",2,0,1,343,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
821,"ก.","Often","","",3,0,1,343,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
822,"ก.","Always","","",4,0,1,343,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
823,"ก.","Never","","",4,0,1,344,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
824,"ก.","Sometimes","","",3,0,1,344,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
825,"ก.","Often","","",2,0,1,344,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
826,"ก.","Always","","",1,0,1,344,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
827,"ก.","Never","","",1,0,1,345,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
828,"ก.","Sometimes","","",2,0,1,345,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
829,"ก.","Often","","",3,0,1,345,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
830,"ก.","Always","","",4,0,1,345,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
831,"ก.","Never","","",4,0,1,346,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
832,"ก.","Sometimes","","",3,0,1,346,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
833,"ก.","Often","","",2,0,1,346,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
834,"ก.","Always","","",1,0,1,346,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
835,"ก.","Never","","",1,0,1,347,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
836,"ก.","Sometimes","","",2,0,1,347,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
837,"ก.","Often","","",3,0,1,347,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
838,"ก.","Always","","",4,0,1,347,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
839,"ก.","Never","","",4,0,1,348,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
840,"ก.","Sometimes","","",3,0,1,348,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
841,"ก.","Often","","",2,0,1,348,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
842,"ก.","Always","","",1,0,1,348,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
843,"ก.","Never","","",1,0,1,349,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
844,"ก.","Sometimes","","",2,0,1,349,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
845,"ก.","Often","","",3,0,1,349,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
846,"ก.","Always","","",4,0,1,349,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
847,"ก.","Never","","",1,0,1,350,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
848,"ก.","Sometimes","","",2,0,1,350,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
849,"ก.","Often","","",3,0,1,350,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
850,"ก.","Always","","",4,0,1,350,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
851,"ก.","Never","","",4,0,1,351,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
852,"ก.","Sometimes","","",3,0,1,351,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
853,"ก.","Often","","",2,0,1,351,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
854,"ก.","Always","","",1,0,1,351,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
855,"ก.","Never","","",1,0,1,352,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
856,"ก.","Sometimes","","",2,0,1,352,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
857,"ก.","Often","","",3,0,1,352,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
858,"ก.","Always","","",4,0,1,352,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
859,"ก.","Never","","",1,0,1,353,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
860,"ก.","Sometimes","","",2,0,1,353,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
861,"ก.","Often","","",3,0,1,353,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
862,"ก.","Always","","",4,0,1,353,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
863,"ก.","Never","","",1,0,1,354,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
864,"ก.","Sometimes","","",2,0,1,354,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
865,"ก.","Often","","",3,0,1,354,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
866,"ก.","Always","","",4,0,1,354,NULL,"2016-09-11 09:51:27","2016-09-11 09:51:27"
867,"ก.","Never","","",1,0,1,355,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
868,"ก.","Sometimes","","",2,0,1,355,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
869,"ก.","Often","","",3,0,1,355,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
870,"ก.","Always","","",4,0,1,355,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
871,"ก.","Never","","",4,0,1,356,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
872,"ก.","Sometimes","","",3,0,1,356,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
873,"ก.","Often","","",2,0,1,356,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
874,"ก.","Always","","",1,0,1,356,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
875,"ก.","Never","","",1,0,1,357,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
876,"ก.","Sometimes","","",2,0,1,357,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
877,"ก.","Often","","",3,0,1,357,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
878,"ก.","Always","","",4,0,1,357,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
879,"ก.","Never","","",4,0,1,358,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
880,"ก.","Sometimes","","",3,0,1,358,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
881,"ก.","Often","","",2,0,1,358,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
882,"ก.","Always","","",1,0,1,358,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
883,"ก.","Never","","",1,0,1,359,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
884,"ก.","Sometimes","","",2,0,1,359,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
885,"ก.","Often","","",3,0,1,359,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
886,"ก.","Always","","",4,0,1,359,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
887,"ก.","Never","","",1,0,1,360,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
888,"ก.","Sometimes","","",2,0,1,360,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
889,"ก.","Often","","",3,0,1,360,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
890,"ก.","Always","","",4,0,1,360,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
891,"ก.","Never","","",1,0,1,361,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
892,"ก.","Sometimes","","",2,0,1,361,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
893,"ก.","Often","","",3,0,1,361,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
894,"ก.","Always","","",4,0,1,361,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
895,"ก.","Never","","",4,0,1,362,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
896,"ก.","Sometimes","","",3,0,1,362,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
897,"ก.","Often","","",2,0,1,362,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
898,"ก.","Always","","",1,0,1,362,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
899,"ก.","Never","","",4,0,1,363,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
900,"ก.","Sometimes","","",3,0,1,363,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
901,"ก.","Often","","",2,0,1,363,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
902,"ก.","Always","","",1,0,1,363,NULL,"2016-09-11 09:51:28","2016-09-11 09:51:28"
